Time,Ping (ms),Download (Mb/s),Upload (Mb/s)
2024-08-05 15:55:17.310359 LMT,45.726,12.72,11.65
2024-08-05 15:55:44.255785 LMT,30.48,14.01,10.99
2024-08-05 15:56:17.895507 LMT,38.96,8.71,10.93
2024-08-05 15:56:46.520307 LMT,28.494,2.14,12.05
2024-08-05 15:57:13.860054 LMT,42.008,14.64,12.41
2024-08-05 15:57:43.940880 LMT,38.532,0.15,11.19
2024-08-05 15:58:14.968163 LMT,47.744,21.14,9.61
2024-08-05 15:58:44.306355 LMT,28.848,14.6,8.17
2024-08-05 15:59:13.580353 LMT,28.93,19.2,9.74
2024-08-05 15:59:43.801727 LMT,29.174,15.4,10.53
2024-08-05 16:00:15.101526 LMT,36.891,13.13,10.72
2024-08-05 16:00:43.969379 LMT,39.174,15.29,10.78
2024-08-05 16:01:14.333576 LMT,40.765,23.08,13.19
2024-08-05 16:01:44.798451 LMT,43.854,12.59,11.61
2024-08-05 16:02:15.161605 LMT,36.395,14.12,13.53
2024-08-05 16:02:44.080760 LMT,41.94,22.56,13.37
2024-08-05 16:03:16.646726 LMT,42.788,15.27,13.26
2024-08-05 16:03:44.121808 LMT,42.237,7.74,13.92
2024-08-05 16:04:20.000845 LMT,48.701,9.25,10.74
2024-08-05 16:04:50.063297 LMT,42.133,14.64,13.53
2024-08-05 16:05:13.660206 LMT,39.003,19.04,13.46
2024-08-05 16:05:44.971297 LMT,43.146,15.09,12.87
2024-08-05 16:06:14.878034 LMT,44.863,22.55,10.41
2024-08-05 16:06:44.299037 LMT,40.207,13.18,12.64
2024-08-05 16:07:14.576186 LMT,38.922,14.15,10.35
2024-08-05 16:07:44.689458 LMT,38.374,23.3,13.94
2024-08-05 16:08:13.733655 LMT,37.852,20.45,12.06
2024-08-05 16:08:45.191187 LMT,36.528,18.71,12.28
2024-08-05 16:09:28.341802 LMT,39.653,16.76,12.96
2024-08-05 16:09:50.772869 LMT,38.119,20.39,12.9
2024-08-05 16:10:20.278278 LMT,40.163,16.98,12.01
2024-08-05 16:10:51.769521 LMT,39.747,17.24,11.98
2024-08-05 16:11:20.945625 LMT,39.58,24.14,11.94
2024-08-05 16:11:50.789685 LMT,39.031,18.76,11.46
2024-08-05 16:12:27.801111 LMT,57.024,11.23,10.4
2024-08-05 16:12:50.641659 LMT,42.635,16.53,11.11
2024-08-05 16:13:30.966529 LMT,47.385,16.01,11.8
2024-08-05 16:13:55.100694 LMT,47.796,10.58,9.66
2024-08-05 16:14:26.153623 LMT,61.512,10.72,12.26
2024-08-05 16:14:54.768043 LMT,40.633,20.32,8.22
2024-08-05 16:15:35.059077 LMT,50.241,15.65,10.8
2024-08-05 16:16:31.019117 LMT,65.869,9.7,9.26
2024-08-05 16:16:53.723072 LMT,63.656,12.53,11.97
2024-08-05 16:17:30.514864 LMT,49.84,19.54,7.28
2024-08-05 16:17:53.795081 LMT,36.699,15.1,9.87
2024-08-05 16:18:23.728429 LMT,41.831,15.71,12.09
2024-08-05 16:18:57.706993 LMT,57.461,14.56,5.82
2024-08-05 16:20:04.926896 LMT,49.07,18.44,11.59
2024-08-05 16:20:27.634090 LMT,43.288,13.94,11.49
2024-08-05 16:20:57.239207 LMT,39.165,10.83,11.91
2024-08-05 16:21:30.883707 LMT,45.986,8.63,13.1
2024-08-05 16:22:05.659116 LMT,53.671,14.82,11.93
2024-08-05 16:22:28.213971 LMT,42.776,17.36,12.51
2024-08-05 16:22:57.500794 LMT,29.191,15.63,14.64
2024-08-05 16:23:27.943663 LMT,32.898,20.86,11.09
2024-08-05 16:23:59.464737 LMT,40.385,29.48,11.82
2024-08-05 16:24:28.070007 LMT,42.029,21.38,13.26
2024-08-05 16:24:58.345797 LMT,42.463,24.28,9.85
2024-08-05 16:25:27.879075 LMT,45.061,26.43,11.46
2024-08-05 16:25:59.565019 LMT,33.826,17.81,12.24
2024-08-05 16:26:28.929747 LMT,35.951,19.21,12.73
2024-08-05 16:26:58.292621 LMT,42.968,17.35,13.46
2024-08-05 16:27:27.807062 LMT,41.414,12.15,13.73
2024-08-05 16:27:57.939412 LMT,42.588,17.19,14.9
2024-08-05 16:28:27.863733 LMT,40.371,15.15,12.37
2024-08-05 16:29:02.322398 LMT,55.32,19.9,12.52
2024-08-05 16:29:28.573798 LMT,31.857,31.49,12.36
2024-08-05 16:29:58.470807 LMT,48.254,27.32,12.6
2024-08-05 16:30:06.647821 LMT,,,
2024-08-05 16:30:59.095579 LMT,43.017,18.88,11.23
2024-08-05 16:31:27.920990 LMT,36.881,16.19,11.85
2024-08-05 16:32:00.049600 LMT,38.522,17.73,12.21
2024-08-05 16:32:32.284333 LMT,37.909,12.28,12.66
2024-08-05 16:32:59.563585 LMT,41.37,16.22,11.99
2024-08-05 16:33:29.359582 LMT,43.644,17.63,12.29
2024-08-05 16:33:58.294923 LMT,48.309,23.24,13.39
2024-08-05 16:34:29.246569 LMT,43.286,16.96,12.16
2024-08-05 16:35:07.022483 LMT,45.632,16.0,10.44
2024-08-05 16:35:30.505277 LMT,42.736,19.17,10.48
2024-08-05 16:36:00.521317 LMT,41.313,15.04,10.34
2024-08-05 16:36:31.005553 LMT,57.007,11.95,12.36
2024-08-05 16:37:03.330824 LMT,39.261,11.74,8.61
2024-08-05 16:37:29.080604 LMT,37.951,20.01,8.21
2024-08-05 16:38:03.665260 LMT,43.958,15.9,10.3
2024-08-05 16:38:29.512614 LMT,45.404,22.92,8.87
2024-08-05 16:39:00.366388 LMT,38.138,18.84,11.67
2024-08-05 16:39:30.660546 LMT,38.903,14.75,11.16
2024-08-05 16:40:00.318759 LMT,40.351,13.62,11.69
2024-08-05 16:40:29.581700 LMT,37.093,13.3,9.91
2024-08-05 16:40:59.503425 LMT,45.506,12.09,12.33
2024-08-05 16:41:29.760336 LMT,37.942,12.03,9.51
2024-08-05 16:41:59.293458 LMT,39.583,14.12,10.93
2024-08-05 16:42:42.093639 LMT,56.72,11.73,8.26
2024-08-05 16:43:22.384619 LMT,39.976,15.59,11.77
2024-08-05 16:43:59.009551 LMT,74.646,9.18,9.46
2024-08-05 16:44:43.417630 LMT,48.46,14.41,8.96
2024-08-05 16:45:06.916228 LMT,39.548,13.6,7.8
2024-08-05 16:45:36.576311 LMT,41.082,16.04,11.25
2024-08-05 16:46:06.469551 LMT,40.703,15.3,13.67
2024-08-05 16:46:38.765241 LMT,60.761,14.64,11.29
2024-08-05 16:47:06.522871 LMT,43.994,13.45,10.04
2024-08-05 16:47:35.884200 LMT,29.831,10.88,11.24
2024-08-05 16:48:06.801998 LMT,42.392,14.16,13.11
2024-08-05 16:48:36.502855 LMT,42.815,20.6,9.95
2024-08-05 16:49:11.772286 LMT,42.348,16.31,10.36
2024-08-05 16:49:37.722924 LMT,45.244,20.61,11.9
2024-08-05 16:50:08.903262 LMT,40.179,13.54,12.71
2024-08-05 16:50:36.438569 LMT,44.017,16.26,12.09
2024-08-05 16:51:09.928927 LMT,43.164,13.89,11.57
2024-08-05 16:51:39.099903 LMT,42.313,1.96,11.53
2024-08-05 16:52:12.197308 LMT,46.957,2.14,11.19
2024-08-05 16:52:40.810197 LMT,40.476,21.76,12.36
2024-08-05 16:53:08.550067 LMT,48.926,11.06,8.98
2024-08-05 16:53:35.676634 LMT,32.087,8.28,5.89
2024-08-05 16:54:07.370917 LMT,55.443,11.25,12.02
2024-08-05 16:54:39.238140 LMT,41.583,34.23,10.09
2024-08-05 16:55:16.510580 LMT,50.217,16.63,9.38
2024-08-05 16:55:39.653376 LMT,49.371,16.47,9.9
2024-08-05 16:56:08.928809 LMT,44.007,26.14,11.9
2024-08-05 16:56:40.517603 LMT,61.313,24.36,6.62
2024-08-05 16:57:17.121414 LMT,51.052,18.19,14.1
2024-08-05 16:57:39.594149 LMT,30.532,21.31,10.07
2024-08-05 16:58:11.022113 LMT,47.052,25.71,11.73
2024-08-05 16:58:44.530572 LMT,49.527,24.12,5.86
2024-08-05 16:59:22.830395 LMT,45.623,23.69,7.13
2024-08-05 16:59:57.139823 LMT,50.676,18.83,10.5
2024-08-05 17:00:20.167036 LMT,45.955,19.81,13.04
2024-08-05 17:00:51.213390 LMT,39.751,15.4,8.72
2024-08-05 17:01:19.653241 LMT,40.549,23.38,8.7
2024-08-05 17:01:50.352593 LMT,42.939,23.67,13.38
2024-08-05 17:02:20.298259 LMT,49.67,24.18,12.89
2024-08-05 17:03:01.866070 LMT,53.094,14.91,12.39
2024-08-05 17:03:25.819760 LMT,42.205,31.67,14.81
2024-08-05 17:04:03.123128 LMT,53.12,10.08,12.74
2024-08-05 17:04:27.985560 LMT,39.872,10.37,12.7
2024-08-05 17:04:56.201374 LMT,41.382,11.58,11.95
2024-08-05 17:05:26.698907 LMT,46.211,10.41,13.6
2024-08-05 17:06:17.117712 LMT,44.657,15.27,2.72
2024-08-05 17:06:40.909975 LMT,76.497,8.42,11.41
2024-08-05 17:06:58.295766 LMT,,,
2024-08-05 17:07:49.280991 LMT,44.021,15.14,12.11
2024-08-05 17:08:19.614031 LMT,46.45,15.89,13.08
2024-08-05 17:08:44.742800 LMT,37.077,18.05,11.99
2024-08-05 17:09:12.664047 LMT,38.603,22.09,12.52
2024-08-05 17:09:47.951239 LMT,41.321,11.4,11.53
2024-08-05 17:10:14.073175 LMT,44.423,9.22,12.19
2024-08-05 17:10:45.833180 LMT,43.748,11.06,13.51
2024-08-05 17:11:12.417886 LMT,39.845,18.38,11.77
2024-08-05 17:11:41.987745 LMT,34.574,19.51,11.46
2024-08-05 17:12:12.621491 LMT,42.94,13.89,12.54
2024-08-05 17:12:48.304477 LMT,55.719,9.17,9.85
2024-08-05 17:13:16.027510 LMT,41.265,10.71,11.32
2024-08-05 17:13:42.486224 LMT,40.208,10.57,10.12
2024-08-05 17:14:13.913296 LMT,49.402,20.25,12.32
2024-08-05 17:14:30.009271 LMT,,,
2024-08-05 17:15:24.503316 LMT,40.439,16.58,10.27
2024-08-05 17:15:51.025862 LMT,37.772,14.49,12.84
2024-08-05 17:16:17.649975 LMT,47.785,15.35,9.72
2024-08-05 17:16:46.745657 LMT,26.997,17.76,12.9
2024-08-05 17:17:17.822220 LMT,32.92,41.14,9.97
2024-08-05 17:17:47.165945 LMT,28.012,31.54,11.66
2024-08-05 17:18:16.976848 LMT,39.321,24.72,11.42
2024-08-05 17:18:55.439166 LMT,49.599,0.34,12.78
2024-08-05 17:19:17.758705 LMT,25.206,22.99,11.45
2024-08-05 17:19:49.023407 LMT,33.686,37.76,12.84
2024-08-05 17:20:18.651734 LMT,47.376,19.3,12.39
2024-08-05 17:20:35.540241 LMT,,,
2024-08-05 17:21:19.383460 LMT,40.385,21.75,10.06
2024-08-05 17:21:51.665778 LMT,44.946,16.78,9.74
2024-08-05 17:22:21.182841 LMT,48.845,16.24,9.79
2024-08-05 17:22:48.505537 LMT,38.699,25.64,10.42
2024-08-05 17:23:18.085945 LMT,31.702,3.79,10.15
2024-08-05 17:23:48.216349 LMT,42.635,8.12,10.61
2024-08-05 17:24:17.623134 LMT,34.721,22.94,11.69
2024-08-05 17:24:48.267656 LMT,42.718,17.61,12.54
2024-08-05 17:25:18.734957 LMT,40.338,25.85,8.11
2024-08-05 17:26:01.649948 LMT,43.317,0.06,8.71
2024-08-05 17:26:23.826402 LMT,26.263,27.58,10.87
2024-08-05 17:26:56.069505 LMT,40.743,10.64,11.38
2024-08-05 17:27:26.285706 LMT,46.662,10.19,9.88
2024-08-05 17:27:59.014732 LMT,50.74,5.7,9.39
2024-08-05 17:28:26.782803 LMT,37.325,14.08,9.08
2024-08-05 17:29:07.349385 LMT,48.076,11.86,9.94
2024-08-05 17:29:33.284828 LMT,46.515,15.58,6.53
2024-08-05 17:30:11.189508 LMT,45.381,12.96,9.76
2024-08-05 17:30:13.205486 LMT,,,
2024-08-05 17:31:13.233637 LMT,63.484,18.45,8.85
2024-08-05 17:31:38.856102 LMT,30.204,11.42,3.1
2024-08-05 17:32:06.417005 LMT,43.207,11.32,11.37
2024-08-05 17:33:09.689815 LMT,62.722,5.18,11.58
2024-08-05 17:33:34.931336 LMT,53.35,8.01,10.49
2024-08-05 17:34:08.175069 LMT,51.755,12.69,10.49
2024-08-05 17:34:31.854241 LMT,29.107,13.13,11.47
2024-08-05 17:35:05.646851 LMT,60.727,12.16,11.9
2024-08-05 17:35:15.348906 LMT,,,
2024-08-05 17:36:15.771185 LMT,41.921,14.52,11.11
2024-08-05 17:36:38.455400 LMT,40.355,11.3,6.92
2024-08-05 17:37:12.782238 LMT,62.468,8.22,11.34
2024-08-05 17:37:38.629102 LMT,43.066,5.67,8.99
2024-08-05 17:38:08.615774 LMT,38.588,9.47,9.14
2024-08-05 17:38:38.527016 LMT,37.72,10.81,11.5
2024-08-05 17:39:09.258491 LMT,43.178,12.42,9.86
2024-08-05 17:39:45.430937 LMT,41.93,16.9,9.62
2024-08-05 17:40:09.511027 LMT,30.282,12.92,8.79
2024-08-05 17:40:40.892334 LMT,48.368,16.45,11.59
2024-08-05 17:41:09.329751 LMT,42.151,11.95,13.32
2024-08-05 17:41:45.938367 LMT,45.181,8.59,10.89
2024-08-05 17:42:09.093732 LMT,40.549,14.03,11.77
2024-08-05 17:42:38.642436 LMT,39.544,11.77,11.08
2024-08-05 17:43:08.548157 LMT,39.033,16.97,12.08
2024-08-05 17:43:48.923677 LMT,43.281,11.17,11.93
2024-08-05 17:44:12.602338 LMT,28.074,15.2,12.57
2024-08-05 17:44:41.968795 LMT,48.02,11.64,12.11
2024-08-05 17:45:15.558315 LMT,39.981,8.59,12.16
2024-08-05 17:45:42.599014 LMT,38.239,15.74,12.87
2024-08-05 17:46:11.594917 LMT,39.051,26.27,11.53
2024-08-05 17:46:44.677281 LMT,50.408,8.81,12.22
2024-08-05 17:47:12.696921 LMT,41.213,12.17,11.54
2024-08-05 17:47:44.962072 LMT,41.612,10.31,11.89
2024-08-05 17:48:11.255406 LMT,40.629,11.73,13.47
2024-08-05 17:48:42.474912 LMT,43.505,14.61,13.45
2024-08-05 17:49:12.830735 LMT,37.75,11.56,11.34
2024-08-05 17:49:43.513869 LMT,39.413,15.92,12.17
2024-08-05 17:50:15.288096 LMT,38.683,11.34,13.78
2024-08-05 17:50:41.266149 LMT,28.722,15.01,13.63
2024-08-05 17:51:13.985697 LMT,46.492,11.3,13.88
2024-08-05 17:51:42.684556 LMT,59.283,9.81,12.52
2024-08-05 17:52:12.553768 LMT,39.036,13.13,11.76
2024-08-05 17:52:44.757249 LMT,47.095,16.59,11.14
2024-08-05 17:53:23.072640 LMT,40.987,12.85,12.25
2024-08-05 17:53:46.975944 LMT,39.187,10.72,13.84
2024-08-05 17:54:16.456975 LMT,40.51,14.98,13.03
2024-08-05 17:54:46.543616 LMT,42.401,11.86,12.58
2024-08-05 17:55:16.705250 LMT,48.715,8.42,8.09
2024-08-05 17:55:47.064192 LMT,40.933,12.51,13.02
2024-08-05 17:56:18.347038 LMT,43.377,8.24,9.79
2024-08-05 17:56:48.012700 LMT,41.829,9.52,11.67
2024-08-05 17:57:16.648974 LMT,41.588,9.27,9.87
2024-08-05 17:57:46.379133 LMT,43.774,6.63,10.01
2024-08-05 17:58:16.290834 LMT,40.887,9.21,13.16
2024-08-05 17:58:47.042474 LMT,42.951,10.58,10.95
2024-08-05 17:59:15.754972 LMT,41.113,11.65,11.9
2024-08-05 17:59:46.502028 LMT,42.99,7.55,13.08
2024-08-05 18:00:15.645486 LMT,38.598,9.89,12.55
2024-08-05 18:00:23.415582 LMT,,,
2024-08-05 18:00:54.461720 LMT,,,
2024-08-05 18:01:24.465714 LMT,,,
2024-08-05 18:01:53.760506 LMT,,,
2024-08-05 18:02:24.565007 LMT,,,
2024-08-05 18:02:53.543602 LMT,,,
2024-08-05 18:03:23.648304 LMT,,,
2024-08-05 18:04:03.545886 LMT,,,
2024-08-05 18:04:24.624028 LMT,,,
2024-08-05 18:05:04.801706 LMT,,,
2024-08-05 18:05:46.214169 LMT,36.953,8.49,13.55
2024-08-05 18:06:22.945316 LMT,42.904,12.75,11.9
2024-08-05 18:06:45.505948 LMT,30.107,14.13,13.31
2024-08-05 18:07:17.146971 LMT,38.76,8.76,9.98
2024-08-05 18:07:33.508981 LMT,,,
2024-08-05 18:08:16.941413 LMT,39.537,7.09,9.1
2024-08-05 18:08:47.530616 LMT,39.339,10.61,10.54
2024-08-05 18:09:20.390571 LMT,45.984,11.47,11.31
2024-08-05 18:09:47.870947 LMT,54.81,10.98,12.68
2024-08-05 18:10:15.821686 LMT,30.121,18.33,12.0
2024-08-05 18:10:47.641155 LMT,54.044,20.01,12.09
2024-08-05 18:11:17.686995 LMT,53.907,16.08,9.71
2024-08-05 18:12:10.159277 LMT,44.75,10.5,10.77
2024-08-05 18:12:35.988980 LMT,46.517,15.32,6.8
2024-08-05 18:13:04.572752 LMT,37.442,21.5,10.02
2024-08-05 18:13:34.866847 LMT,43.336,14.83,11.1
2024-08-05 18:14:06.349197 LMT,47.294,24.27,10.28
2024-08-05 18:14:32.154923 LMT,27.745,22.04,11.71
2024-08-05 18:15:03.426170 LMT,44.266,16.91,10.81
2024-08-05 18:15:33.511893 LMT,40.547,10.58,12.85
2024-08-05 18:16:03.966700 LMT,45.587,15.14,12.23
2024-08-05 18:16:33.769302 LMT,42.73,14.25,11.97
2024-08-05 18:17:03.913216 LMT,40.662,5.51,9.92
2024-08-05 18:17:36.274863 LMT,46.385,8.52,12.48
2024-08-05 18:18:04.805384 LMT,40.43,9.05,10.96
2024-08-05 18:18:33.328696 LMT,42.039,7.27,8.99
2024-08-05 18:19:08.081042 LMT,65.953,11.05,11.36
2024-08-05 18:19:35.334344 LMT,30.712,16.66,9.4
2024-08-05 18:20:03.379022 LMT,44.284,12.88,11.15
2024-08-05 18:20:36.406016 LMT,42.811,11.57,12.13
2024-08-05 18:21:04.545549 LMT,42.788,18.52,12.68
2024-08-05 18:21:34.129563 LMT,43.99,10.98,10.47
2024-08-05 18:22:04.663617 LMT,40.577,21.76,13.44
2024-08-05 18:22:36.483950 LMT,39.847,25.12,12.72
2024-08-05 18:23:07.048498 LMT,40.414,20.53,9.02
2024-08-05 18:23:32.654373 LMT,40.814,17.14,12.92
2024-08-05 18:24:02.761649 LMT,42.708,15.96,13.22
2024-08-05 18:24:33.658111 LMT,39.925,15.92,12.34
2024-08-05 18:25:03.755378 LMT,42.967,19.81,12.42
2024-08-05 18:25:33.481644 LMT,42.704,12.0,11.9
2024-08-05 18:26:04.172791 LMT,40.808,11.43,11.41
2024-08-05 18:26:34.369896 LMT,39.531,20.35,11.06
2024-08-05 18:27:03.192867 LMT,39.166,16.63,12.46
2024-08-05 18:27:33.693197 LMT,35.269,21.67,12.21
2024-08-05 18:28:06.635756 LMT,41.234,16.54,9.62
2024-08-05 18:28:34.503231 LMT,45.284,14.49,8.85
2024-08-05 18:29:04.980457 LMT,48.872,20.69,9.32
2024-08-05 18:29:32.419013 LMT,27.249,19.38,12.43
2024-08-05 18:30:03.516411 LMT,45.867,20.24,8.62
2024-08-05 18:30:11.127361 LMT,,,
2024-08-05 18:31:07.046625 LMT,42.75,7.46,11.57
2024-08-05 18:31:33.200230 LMT,43.979,21.97,11.97
2024-08-05 18:32:14.056313 LMT,42.8,7.04,12.41
2024-08-05 18:32:38.323196 LMT,47.145,12.45,11.07
2024-08-05 18:33:11.898081 LMT,42.149,11.84,12.0
2024-08-05 18:33:38.151215 LMT,40.895,19.65,9.3
2024-08-05 18:34:08.250346 LMT,43.799,15.99,12.05
2024-08-05 18:34:36.458798 LMT,29.242,3.6,7.16
2024-08-05 18:35:07.665050 LMT,47.137,13.43,11.18
2024-08-05 18:35:38.565156 LMT,42.158,21.67,7.11
2024-08-05 18:36:18.823616 LMT,39.633,14.7,8.33
2024-08-05 18:36:44.553248 LMT,36.187,22.46,11.38
2024-08-05 18:37:11.686532 LMT,39.256,13.78,11.52
2024-08-05 18:37:41.357514 LMT,41.169,17.2,11.15
2024-08-05 18:38:24.774372 LMT,41.798,11.93,11.44
2024-08-05 18:38:47.468298 LMT,38.308,12.09,10.65
2024-08-05 18:39:20.937155 LMT,46.147,11.14,8.9
2024-08-05 18:40:03.546199 LMT,44.663,8.53,9.83
2024-08-05 18:40:26.537798 LMT,38.047,13.04,8.25
2024-08-05 18:40:56.449580 LMT,39.165,31.17,10.63
2024-08-05 18:41:26.768697 LMT,24.858,20.3,12.14
2024-08-05 18:41:57.092626 LMT,37.478,10.54,12.03
2024-08-05 18:42:27.391887 LMT,41.11,13.81,11.44
2024-08-05 18:42:57.287512 LMT,42.423,14.28,5.69
2024-08-05 18:43:26.481695 LMT,41.633,18.38,9.77
2024-08-05 18:43:59.233987 LMT,51.676,7.36,8.01
2024-08-05 18:44:38.144268 LMT,41.352,13.54,11.02
2024-08-05 18:45:01.866480 LMT,51.51,14.04,11.46
2024-08-05 18:45:43.072811 LMT,49.811,12.71,10.5
2024-08-05 18:46:08.373911 LMT,49.252,14.82,11.05
2024-08-05 18:46:38.344466 LMT,48.009,19.12,8.79
2024-08-05 18:47:08.232353 LMT,51.906,21.94,11.95
2024-08-05 18:47:36.525824 LMT,39.254,22.43,12.44
2024-08-05 18:48:06.854410 LMT,42.503,12.85,11.6
2024-08-05 18:48:37.430378 LMT,47.235,15.65,11.0
2024-08-05 18:49:06.156712 LMT,37.797,17.35,12.45
2024-08-05 18:49:35.697744 LMT,44.686,13.31,10.9
2024-08-05 18:50:05.642245 LMT,42.377,18.37,12.53
2024-08-05 18:50:36.015444 LMT,40.264,14.48,12.51
2024-08-05 18:51:05.923320 LMT,40.378,22.57,13.99
2024-08-05 18:51:36.293973 LMT,34.959,22.58,10.32
2024-08-05 18:52:07.339866 LMT,38.174,28.55,13.24
2024-08-05 18:52:38.820486 LMT,34.768,16.19,13.49
2024-08-05 18:53:07.436724 LMT,39.847,20.18,12.42
2024-08-05 18:53:35.789123 LMT,39.663,25.05,13.06
2024-08-05 18:54:05.783678 LMT,38.556,21.36,9.58
2024-08-05 18:54:37.061372 LMT,38.891,19.82,10.83
2024-08-05 18:55:07.289831 LMT,39.459,16.29,12.58
2024-08-05 18:55:36.649031 LMT,41.198,14.58,11.4
2024-08-05 18:56:16.576127 LMT,44.328,15.76,10.62
2024-08-05 18:56:39.880134 LMT,39.62,17.6,11.11
2024-08-05 18:57:09.685978 LMT,42.182,14.05,12.66
2024-08-05 18:57:39.074641 LMT,40.425,23.3,12.25
2024-08-05 18:58:10.036991 LMT,40.302,17.4,13.58
2024-08-05 18:58:40.451993 LMT,39.658,17.53,12.82
2024-08-05 18:59:10.110736 LMT,39.452,14.48,12.88
2024-08-05 18:59:40.950779 LMT,40.041,15.95,11.77
2024-08-05 19:00:10.089890 LMT,38.902,20.48,7.57
2024-08-05 19:00:26.897620 LMT,,,
2024-08-05 19:01:11.122841 LMT,46.395,15.8,11.65
2024-08-05 19:01:39.338878 LMT,38.241,11.44,8.64
2024-08-05 19:02:12.794985 LMT,45.275,16.24,8.93
2024-08-05 19:02:41.366820 LMT,39.742,11.79,11.63
2024-08-05 19:03:09.305500 LMT,41.489,9.68,11.56
2024-08-05 19:03:43.368163 LMT,39.541,6.52,7.13
2024-08-05 19:04:11.359584 LMT,38.811,10.47,11.12
2024-08-05 19:04:42.705956 LMT,37.424,10.25,10.74
2024-08-05 19:05:09.339167 LMT,41.026,14.64,11.94
2024-08-05 19:05:45.989519 LMT,37.351,11.37,10.17
2024-08-05 19:06:12.574178 LMT,41.059,5.98,12.68
2024-08-05 19:06:50.012734 LMT,56.847,12.51,9.81
2024-08-05 19:07:12.732444 LMT,40.833,14.32,11.73
2024-08-05 19:07:42.701799 LMT,39.358,13.82,8.35
2024-08-05 19:08:12.955806 LMT,39.908,17.41,9.1
2024-08-05 19:08:42.637094 LMT,39.39,12.35,7.26
2024-08-05 19:09:12.714869 LMT,37.953,16.49,7.43
2024-08-05 19:09:46.159375 LMT,35.48,13.77,13.9
2024-08-05 19:10:15.409891 LMT,39.38,15.55,8.75
2024-08-05 19:10:45.308186 LMT,41.995,9.48,11.37
2024-08-05 19:11:15.386927 LMT,40.072,16.17,12.38
2024-08-05 19:11:44.578345 LMT,42.671,17.14,12.87
2024-08-05 19:12:14.407214 LMT,36.298,18.07,12.07
2024-08-05 19:12:42.946068 LMT,41.016,20.45,8.17
2024-08-05 19:13:14.810047 LMT,50.294,17.82,11.56
2024-08-05 19:13:50.792100 LMT,43.431,17.89,12.47
2024-08-05 19:14:14.129573 LMT,40.258,29.48,12.29
2024-08-05 19:14:44.712748 LMT,35.525,19.47,8.95
2024-08-05 19:15:14.058484 LMT,38.934,12.16,9.76
2024-08-05 19:15:43.462205 LMT,40.358,21.41,10.28
2024-08-05 19:16:16.892259 LMT,40.649,24.04,11.42
2024-08-05 19:16:43.983198 LMT,43.181,19.32,12.48
2024-08-05 19:17:14.347923 LMT,35.962,19.9,11.83
2024-08-05 19:17:44.813129 LMT,39.328,12.96,11.54
2024-08-05 19:18:25.146286 LMT,35.29,15.85,8.99
2024-08-05 19:18:47.699453 LMT,38.744,24.15,13.71
2024-08-05 19:19:23.253617 LMT,36.875,22.93,12.4
2024-08-05 19:19:49.057174 LMT,39.724,27.49,11.44
2024-08-05 19:20:24.971347 LMT,37.913,26.94,12.39
2024-08-05 19:20:48.334921 LMT,40.564,30.26,14.45
2024-08-05 19:21:19.338415 LMT,42.994,19.15,13.89
2024-08-05 19:21:47.654374 LMT,36.307,25.25,12.64
2024-08-05 19:22:19.111489 LMT,34.984,28.65,11.21
2024-08-05 19:22:49.040416 LMT,39.488,32.68,13.88
2024-08-05 19:23:17.844032 LMT,37.277,22.82,14.17
2024-08-05 19:23:48.186033 LMT,35.204,44.5,12.65
2024-08-05 19:24:17.670430 LMT,35.633,20.69,14.81
2024-08-05 19:24:58.673600 LMT,38.023,21.63,14.73
2024-08-05 19:25:21.600038 LMT,39.255,28.6,13.9
2024-08-05 19:25:50.707916 LMT,34.781,40.22,11.11
2024-08-05 19:26:21.695783 LMT,41.195,27.61,12.9
2024-08-05 19:26:53.477396 LMT,42.334,27.68,9.45
2024-08-05 19:27:22.185820 LMT,34.889,33.92,12.87
2024-08-05 19:27:54.649987 LMT,36.507,29.6,13.08
2024-08-05 19:28:31.506424 LMT,41.443,43.92,13.87
2024-08-05 19:28:53.962489 LMT,37.524,35.9,16.09
2024-08-05 19:29:24.445801 LMT,38.426,32.69,14.21
2024-08-05 19:29:54.097551 LMT,35.843,30.7,13.95
2024-08-05 19:30:02.415305 LMT,,,
2024-08-05 19:30:54.518773 LMT,39.465,22.93,14.16
2024-08-05 19:31:26.233639 LMT,37.089,32.68,12.84
2024-08-05 19:31:55.790733 LMT,40.629,48.99,10.89
2024-08-05 19:32:25.438756 LMT,42.793,33.58,13.5
2024-08-05 19:32:54.770988 LMT,33.321,30.62,15.34
2024-08-05 19:33:24.451722 LMT,42.153,24.0,14.39
2024-08-05 19:33:54.041342 LMT,39.699,28.13,14.65
2024-08-05 19:34:24.531401 LMT,36.05,43.82,13.93
2024-08-05 19:34:54.175797 LMT,37.53,56.06,12.37
2024-08-05 19:35:24.140908 LMT,38.765,54.94,17.1
2024-08-05 19:35:54.981214 LMT,33.154,52.53,17.77
2024-08-05 19:36:24.917868 LMT,37.144,54.65,16.81
2024-08-05 19:36:54.234590 LMT,38.85,59.94,15.47
2024-08-05 19:37:24.389396 LMT,35.941,45.83,16.92
2024-08-05 19:37:55.092640 LMT,37.959,35.93,15.95
2024-08-05 19:38:26.250241 LMT,36.784,63.28,10.57
2024-08-05 19:38:55.825883 LMT,26.062,46.95,10.2
2024-08-05 19:39:29.028496 LMT,39.431,49.37,13.03
2024-08-05 19:39:55.382691 LMT,38.674,54.87,12.33
2024-08-05 19:40:27.274082 LMT,37.234,72.22,16.91
